Priority,Enabled,Status,SourceMod,Category,Bucket,MatchedLocal,Score,ArchivePath,ArchiveScore,NexusID,NexusURL,DownloadFile
1375,+,Present,Camera Noise,Quests - New,quests-followers,Camera Noise,1.000,,,77185,https://www.nexusmods.com/skyrimspecialedition/mods/77185,Camera Noise-77185-1-2-4-1730750133.rar
1376,+,Present,Kill Camera Misalignment Fix,Quests - New,quests-followers,Kill Camera Misalignment Fix,1.000,,,96842,https://www.nexusmods.com/skyrimspecialedition/mods/96842,Kill Camera Move Fix ESL-96842-1-0-1690528070.zip
1377,+,Present,No Furniture Camera,Quests - New,quests-followers,No Furniture Camera,1.000,,,100515,https://www.nexusmods.com/skyrimspecialedition/mods/100515,No Furniture Camera-100515-1-0-0-1694638728.7z
1378,+,Present,Show Player In Menus,Quests - New,quests-followers,Show Player In Menus,1.000,,,81291,https://www.nexusmods.com/skyrimspecialedition/mods/81291,Heels Fix Patch-81291-1-0-1673160518.zip
1379,+,Present,Wood Chopping Camera Glitch Fix,Quests - New,quests-followers,Wood Chopping Camera Glitch Fix,1.000,,,123984,https://www.nexusmods.com/skyrimspecialedition/mods/123984,Wood Chopping Camera Glitch Fix-123984-1-0-1720702820.zip
1380,+,Present,Improved Camera SE,Quests - New,quests-followers,Improved Camera SE,1.000,,,93962,https://www.nexusmods.com/skyrimspecialedition/mods/93962,Improved Camera SE-93962-1-1-1-1714860628.7z
1382,+,Present,Citizens of Tamriel SE,Quests - New,quests-followers,Citizens of Tamriel SE,1.000,,,29069,https://www.nexusmods.com/skyrimspecialedition/mods/29069,Citizens of Tamriel SE - Complete-29069-Redux-1643170133.zip
1383,+,Present,Citizens of Tamriel - More Immersive Edit,Quests - New,quests-followers,Citizens of Tamriel - More Immersive Edit,1.000,,,66385,https://www.nexusmods.com/skyrimspecialedition/mods/66385,Citizens of Tamriel - More Immersive Edit - AIO-66385-1-2-4-1650019695.7z
1384,+,Present,Interesting NPCs SE (3DNPC),Quests - New,quests-followers,Interesting NPCs SE (3DNPC),1.000,,,29194,https://www.nexusmods.com/skyrimspecialedition/mods/29194,Interesting NPCs SE - TK Children Patch - Flagged ESL-29194-4-1-2-1572799488.7z
1385,+,Present,Interesting NPCs (3DNPC) Script Optimisation - barbasdialoguedetect,Quests - New,quests-followers,Interesting NPCs (3DNPC) Script Optimisation - barbasdialoguedetect,1.000,,,87245,https://www.nexusmods.com/skyrimspecialedition/mods/87245,3DNPC Script Fixes - FOMOD-87245-2-1-1708711470.7z
1386,+,Present,Interesting NPCs (3DNPC) character Zora Fairchild's voice boosted,Quests - New,quests-followers,Interesting NPCs (3DNPC) character Zora Fairchild's voice boosted,1.000,,,16090,https://www.nexusmods.com/skyrimspecialedition/mods/16090,Zora_normalizedv2-16090-2.7z
1387,+,Present,Interesting NPCs (3DNPC) - Zora Romance for Women,Quests - New,quests-followers,Interesting NPCs (3DNPC) - Zora Romance for Women,1.000,,,91976,https://www.nexusmods.com/skyrimspecialedition/mods/91976,Zora Romance for Women-91976-1-0-1684874140.7z
1388,+,Present,Interesting NPCs SE (3DNPC) - Bard Fix,Quests - New,quests-followers,Interesting NPCs SE (3DNPC) - Bard Fix,1.000,,,64670,https://www.nexusmods.com/skyrimspecialedition/mods/64670,Interesting NPCs SE (3DNPC) - Bard Fix-64670-1-0-1646721255.zip
1389,+,Present,AI Overhaul SSE,Quests - New,quests-followers,AI Overhaul SSE,1.000,,,21654,https://www.nexusmods.com/skyrimspecialedition/mods/21654,AI Overhaul AE 1.8.7-21654-1-8-7-1748219799.zip
1390,+,Present,AI Overhaul SSE - Official Patch Hub,Quests - New,quests-followers,AI Overhaul SSE - Official Patch Hub,1.000,,,35823,https://www.nexusmods.com/skyrimspecialedition/mods/35823,AI Overhaul - Distinct Interiors Patch-35823-wip1-1593088902.rar
1391,+,Present,Immersive Patrols SE,Quests - New,quests-followers,Immersive Patrols SE,1.000,,,718,https://www.nexusmods.com/skyrimspecialedition/mods/718,Immersive Patrols (Main)-718-3-0b-1710611172.zip
1392,+,Present,Immersive College NPCs,Quests - New,quests-followers,Immersive College NPCs,1.000,,,9252,https://www.nexusmods.com/skyrimspecialedition/mods/9252,Immersive College NPCs-9252-1-1-02-1578696450.7z
1393,+,MissingWithArchive,The Courier Crew,Quests - New,quests-followers,Better Courier,0.667,E:\Games\Tsukiro2\Downloads\Courier Clothes No long pants-61400-220131-1643665033.7z,1.000,61400,https://www.nexusmods.com/skyrimspecialedition/mods/61400,Courier Clothes No long pants-61400-220131-1643665033.7z
1394,+,MissingWithArchive,Courier Delivers to NPCs,Quests - New,quests-followers,Immersive College NPCs,0.565,E:\Games\Tsukiro2\Downloads\Courier Delivers to NPCs-42928-1-0-4-1606942689.7z,1.000,42928,https://www.nexusmods.com/skyrimspecialedition/mods/42928,Courier Delivers to NPCs-42928-1-0-4-1606942689.7z
1395,+,MissingWithArchive,The Courier Crew - Revoiced,Quests - New,quests-followers,The Night Mother Revoiced,0.680,E:\Games\Tsukiro2\Downloads\The Courier Crew and Courier Delivers to NPCs - Revoiced-87499-1-0-1679386103.7z,1.000,87499,https://www.nexusmods.com/skyrimspecialedition/mods/87499,The Courier Crew and Courier Delivers to NPCs - Revoiced-87499-1-0-1679386103.7z
1396,+,Present,Generated Voice Pack for Nether's Follower Framework,Quests - New,quests-followers,Generated Voice Pack for Nether's Follower Framework,1.000,,,78890,https://www.nexusmods.com/skyrimspecialedition/mods/78890,NFF Voice pack BSA-78890-1-0-0-1668604498.zip
1397,+,Present,Nether's Follower Framework,Quests - New,quests-followers,Nether's Follower Framework,1.000,,,55653,https://www.nexusmods.com/skyrimspecialedition/mods/55653,Nether's Follower Framework - Universal Installer-55653-2-8-5-1693178047.7z
1398,+,Present,Nether's Follower Framework - Legacy Settings Loader,Quests - New,quests-followers,Nether's Follower Framework - Legacy Settings Loader,1.000,,,57022,https://www.nexusmods.com/skyrimspecialedition/mods/57022,Nether's Follower Framework - Settings Loader-57022-1-0-1634145115.7z
1399,+,Present,Serana Dialogue Add-On,Quests - New,quests-followers,Serana Dialogue Add-On,1.000,,,32161,https://www.nexusmods.com/skyrimspecialedition/mods/32161,SDA 4.2.2 Hotfix-32161-4-2-2-1758190760.7z
1400,+,Present,Serana Dialogue Add-On - Pilgrim Patch,Quests - New,quests-followers,Serana Dialogue Add-On - Pilgrim Patch,1.000,,,73135,https://www.nexusmods.com/skyrimspecialedition/mods/73135,Serana Dialogue Add-On - Pilgrim Patch-73135-1-0-1660236798.rar
1401,+,Present,SDA Patch Hub SE,Quests - New,quests-followers,SDA Patch Hub SE,1.000,,,70782,https://www.nexusmods.com/skyrimspecialedition/mods/70782,SDA Patch Hub SE-70782-2-9-5-1749399455.7z
1402,+,Present,INIGO,Quests - New,quests-followers,INIGO,1.000,,,1461,https://www.nexusmods.com/skyrimspecialedition/mods/1461,INIGO_V2.4C SE-1461-2-4C.7z
1403,+,Present,Snazzy Items for Inigo,Quests - New,quests-followers,Snazzy Items for Inigo,1.000,,,57194,https://www.nexusmods.com/skyrimspecialedition/mods/57194,Snazzy Items for Inigo-57194-1-0-1634530171.7z
1404,+,Present,Mr. Dragonfly ENB Particle Light,Quests - New,quests-followers,Mr. Dragonfly ENB Particle Light,1.000,,,45664,https://www.nexusmods.com/skyrimspecialedition/mods/45664,Mr. Dragonfly ENB Particle Lights-45664-1-0-1613224845.zip
1405,+,Present,Inigo - Bloodchill Manor patch,Quests - New,quests-followers,Inigo - Bloodchill Manor patch,1.000,,,58317,https://www.nexusmods.com/skyrimspecialedition/mods/58317,Inigo - Bloodchill Manor Patch-58317-1-0-0-1636738152.7z
1406,+,Present,Mythos SE,Quests - New,quests-followers,Mythos SE,1.000,,,51576,https://www.nexusmods.com/skyrimspecialedition/mods/51576,Mythos SE-51576-Redux-1647046206.zip
1407,+,Present,Lucien - Immersive Fully Voiced Male Follower,Quests - New,quests-followers,Lucien - Immersive Fully Voiced Male Follower,1.000,,,20035,https://www.nexusmods.com/skyrimspecialedition/mods/20035,Lucien - Anniversary Edition - All-In-One Creation Club Patch-20035-1-6-3a-1656001522.rar
1408,+,Present,The Erotic Adventures of Misty Skye,Quests - New,quests-followers,The Erotic Adventures of Misty Skye,1.000,,,16374,https://www.nexusmods.com/skyrimspecialedition/mods/16374,The Erotic Adventures of Misty Skye 7.2 SSE-16374-7-2-1712938628.7z
1409,+,Present,Misty Skye - Sexy Sexcalibur,Quests - New,quests-followers,Misty Skye - Sexy Sexcalibur,1.000,,,113612,https://www.nexusmods.com/skyrimspecialedition/mods/113612,Misty Skye - Sexy Sexcalibur-113612-1-01-1710859771.7z
1410,+,Present,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,Quests - New,adult-frameworks,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,1.000,,,62893,https://www.nexusmods.com/skyrimspecialedition/mods/62893,Xelzaz Follower Core 1.13.2-62893-1-13-2-1758472848.zip
1411,+,Present,Xelzaz Anniversary Edition Plugin 1.12.0,Quests - New,adult-frameworks,Xelzaz Anniversary Edition Plugin 1.12.0,1.000,,,62893,https://www.nexusmods.com/skyrimspecialedition/mods/62893,Xelzaz Anniversary Edition Plugin 1.12.0-62893-1-12-0-1727265686.zip
1412,+,Present,Xelzaz Follower Wyrmstooth Patch,Quests - New,adult-frameworks,Xelzaz Follower Wyrmstooth Patch,1.000,,,62893,https://www.nexusmods.com/skyrimspecialedition/mods/62893,Xelzaz Follower Wyrmstooth Patch-62893-1-0-0-1661198775.zip
1413,+,Present,Xelzaz Sirenroot Patch,Quests - New,adult-frameworks,Xelzaz Sirenroot Patch,1.000,,,62893,https://www.nexusmods.com/skyrimspecialedition/mods/62893,Xelzaz Sirenroot Patch-62893-1-0-2-1738404524.zip
1414,+,Present,Kaidan 2,Quests - New,quests-followers,Kaidan 2,1.000,,,19075,https://www.nexusmods.com/skyrimspecialedition/mods/19075,Kaidan 2.1.1-19075-2-1-1-1571995302.rar
1415,+,Present,Interesting NPCs Infinite Loading Screen Freeze Fix - Snapleg Cave - Rift Watchtower,Quests - New,quests-followers,Interesting NPCs Infinite Loading Screen Freeze Fix - Snapleg Cave - Rift Watchtower,1.000,,,131848,https://www.nexusmods.com/skyrimspecialedition/mods/131848,Interesting NPCs ILS Freeze Fix-131848-0-1-1-1729420149.7z
1416,+,Present,Kaidan 2 Extended Edition ADDON Voice fixes new dialogue and DLC and Inigo Interactions,Quests - New,quests-followers,Kaidan 2 Extended Edition ADDON Voice fixes new dialogue and DLC and Inigo Interactions,1.000,,,63348,https://www.nexusmods.com/skyrimspecialedition/mods/63348,Kaidan - Drinking Addon Patch-63348-5-1-1657216975.7z
1417,+,Present,Immersive Kaidan Start,Quests - New,quests-followers,Immersive Kaidan Start,1.000,,,64064,https://www.nexusmods.com/skyrimspecialedition/mods/64064,Immersive Kaidan Start-64064-2-1-1-1650414408.7z
1418,+,Present,Immersive Kaidan Start - ElevenLabs Replacer,Quests - New,quests-followers,Immersive Kaidan Start - ElevenLabs Replacer,1.000,,,85916,https://www.nexusmods.com/skyrimspecialedition/mods/85916,Immersive Kaidan Start - ElevenLabs Replacer-85916-1-0-0-1677495954.7z
1419,+,Present,Katana - Journey in the Shadows,Quests - New,quests-followers,Katana - Journey in the Shadows,1.000,,,69622,https://www.nexusmods.com/skyrimspecialedition/mods/69622,Katana - Journey in the Shadows-69622-3-0-5-1745351776.7z
1420,+,Present,Daegon Legacy,Quests - New,quests-followers,Daegon Legacy,1.000,,,112097,https://www.nexusmods.com/skyrimspecialedition/mods/112097,Daegon Kaekiri-112097-1-4-5-1721994416.7z
1421,+,Present,Daegon - Apothecary Patch,Quests - New,quests-followers,Daegon - Apothecary Patch,1.000,,,81129,https://www.nexusmods.com/skyrimspecialedition/mods/81129,Daegon Apothecary Patch-81129-v1-1-1672961743.zip
1422,+,Present,Unisex Empire,Quests - New,quests-followers,Unisex Empire,1.000,,,41267,https://www.nexusmods.com/skyrimspecialedition/mods/41267,Unisex Empire-41267-0-1-1602368041.rar
1423,+,Present,Song of the Green (Auri Follower),Quests - New,quests-followers,Song of the Green (Auri Follower),1.000,,,11278,https://www.nexusmods.com/skyrimspecialedition/mods/11278,Song Of The Green (Auri Follower) 2.2-11278-2-2-1744488935.7z
1424,+,Present,Song of the Green - Cities of the North,Quests - New,quests-followers,Song of the Green - Cities of the North,1.000,,,86000,https://www.nexusmods.com/skyrimspecialedition/mods/86000,Song of the Green - Cities of the North-86000-2-0-1733605791.7z
1425,+,Present,Song of the Green (Auri Follower) Banter,Quests - New,quests-followers,Song of the Green (Auri Follower) Banter,1.000,,,11278,https://www.nexusmods.com/skyrimspecialedition/mods/11278,VIGILANT commentary patch-11278-0-2-1744987895.7z
1426,+,Present,Snazzy Items for Auri (Song of the Green),Quests - New,quests-followers,Snazzy Items for Auri (Song of the Green),1.000,,,57195,https://www.nexusmods.com/skyrimspecialedition/mods/57195,Snazzy Items for Auri-57195-2-0-1733280501.7z
1427,+,Present,Menagerie - A Creation Club Pet Overhaul,Quests - New,quests-followers,Menagerie - A Creation Club Pet Overhaul,1.000,,,97669,https://www.nexusmods.com/skyrimspecialedition/mods/97669,Menagerie - Mysticism Addon-97669-2-0-1737619869.zip
1428,+,Present,Remiel-Custom Voiced Follower,Quests - New,quests-followers,Remiel-Custom Voiced Follower,1.000,,,51874,https://www.nexusmods.com/skyrimspecialedition/mods/51874,Remiel - Dwemer Specialist-51874-1-7-5-1741593346.7z
1429,+,Present,Gore - A Companion Mod,Quests - New,quests-followers,Gore - A Companion Mod,1.000,,,85298,https://www.nexusmods.com/skyrimspecialedition/mods/85298,Gore - Saints and Seducers Extended Cut-85298-1-01-1699215844.zip
1430,+,Present,GORE - Miscellaneous Patches,Quests - New,quests-followers,GORE - Miscellaneous Patches,1.000,,,94223,https://www.nexusmods.com/skyrimspecialedition/mods/94223,Gore - Vigilant - COTN Dawnstar Patch-94223-1-2-1690913032.7z
1432,+,Missing,Smoking Torches and Candles SSE,Quests - New,quests-followers,Medieval Candlehorns and Sconces,0.610,,,8607,https://www.nexusmods.com/skyrimspecialedition/mods/8607,E:/My Skyrim mods/Objects/Smoking Torches and Candles-8607-1-76-1616249774.zip
1433,+,Present,Particle Patch for ENB,Quests - New,quests-followers,Particle Patch for ENB,1.000,,,65720,https://www.nexusmods.com/skyrimspecialedition/mods/65720,Particle Patch-65720-1-3-8-1744906865.zip
1434,+,Present,ENB Particle Lights - Dwemer Lanterns,Quests - New,quests-followers,ENB Particle Lights - Dwemer Lanterns,1.000,,,24108,https://www.nexusmods.com/skyrimspecialedition/mods/24108,ENB-ParticleLights-DwemerLanterns-1-02-24108-1-02-1552437026.rar
1435,+,MissingWithArchive,Ancient Dwemer Metal - My patches - ENB Particle Lights - Dwemer Lanterns,Quests - New,quests-followers,ENB Particle Lights - Dwemer Lanterns,0.686,E:\Games\Tsukiro2\Downloads\1_Ancient Dwemer Metal - My patches - ENB Particle Lights - Dwemer Lanterns-38845-ENB-DL-v1-1648578116.7z,1.000,38845,https://www.nexusmods.com/skyrimspecialedition/mods/38845,1_Ancient Dwemer Metal - My patches - ENB Particle Lights - Dwemer Lanterns-38845-ENB-DL-v1-1648578116.7z
1436,+,Present,Particle Lights For ENB SE - Bugs in a Jar,Quests - New,quests-followers,Particle Lights For ENB SE - Bugs in a Jar,1.000,,,43609,https://www.nexusmods.com/skyrimspecialedition/mods/43609,Particle Lights For ENB SE - Bugs in a Jar - Vanilla Values-43609-1-0-1608802080.7z
1437,+,Present,Particle Lights For ENB SE - Ingredients,Quests - New,quests-followers,Particle Lights For ENB SE - Ingredients,1.000,,,44022,https://www.nexusmods.com/skyrimspecialedition/mods/44022,Particle Lights For ENB SE - Ingredients-44022-1-2-1610127565.7z
1438,+,Present,Rudy HQ - More Lights for ENB SE - Torchbugs and Moths,Quests - New,quests-followers,Rudy HQ - More Lights for ENB SE - Torchbugs and Moths,1.000,,,22819,https://www.nexusmods.com/skyrimspecialedition/mods/22819,Rudy HQ - More Lights for ENB SE - Moths and Fireflys-22819-1-0b-1601488463.rar
1439,+,Present,Rudy HQ - More Lights for ENB SE - Arrows,Quests - New,quests-followers,Rudy HQ - More Lights for ENB SE - Arrows,1.000,,,22706,https://www.nexusmods.com/skyrimspecialedition/mods/22706,Rudy HQ - More Lights for ENB SE - Arrows-22706-1-0a-1601496498.rar
1440,+,Present,LeanWolfs BSW Rudy HQ More Lights for ENB Arrows Patch,Quests - New,quests-followers,LeanWolfs BSW Rudy HQ More Lights for ENB Arrows Patch,1.000,,,2017,https://www.nexusmods.com/skyrimspecialedition/mods/2017,LeanWolfs BSW Rudy HQ More Lights for ENB Arrows Patch-2017-1-00-1557451094.7z
1441,+,Present,Particle Lights For ENB SE - Undead Creatures,Quests - New,quests-followers,Particle Lights For ENB SE - Undead Creatures,1.000,,,48424,https://www.nexusmods.com/skyrimspecialedition/mods/48424,Particle Lights for ENB SE - Undead Creatures-48424-1-1-1619288317.7z
1442,+,Present,Particle Lights for ENB - Light Orbs - Motes,Quests - New,quests-followers,Particle Lights for ENB - Light Orbs - Motes,1.000,,,50737,https://www.nexusmods.com/skyrimspecialedition/mods/50737,Particle Lights for ENB - Light Orbs - Motes-50737-1-1-1648441400.rar
1443,+,Present,Particle Lights for ENB - Wisps - Witchlight,Quests - New,quests-followers,Particle Lights for ENB - Wisps - Witchlight,1.000,,,50868,https://www.nexusmods.com/skyrimspecialedition/mods/50868,Particle Lights for ENB - Wisps - Witchlight-50868-1-2-1648441629.rar
1444,+,Present,Particle Lights for ENB - Staff Enchanter,Quests - New,quests-followers,Particle Lights for ENB - Staff Enchanter,1.000,,,51454,https://www.nexusmods.com/skyrimspecialedition/mods/51454,Particle Lights for ENB - Staff Enchanter-51454-1-1-1648442175.rar
1445,+,Present,Particle Lights for ENB - Nordic Ruins Candles,Quests - New,quests-followers,Particle Lights for ENB - Nordic Ruins Candles,1.000,,,52335,https://www.nexusmods.com/skyrimspecialedition/mods/52335,Lux Patch-52335-1-2-1648442523.rar
1446,+,Present,Rudy HQ - More Lights for ENB SE - Soul Gems,Quests - New,quests-followers,Rudy HQ - More Lights for ENB SE - Soul Gems,1.000,,,22704,https://www.nexusmods.com/skyrimspecialedition/mods/22704,Rudy HQ - More Lights for ENB SE - Soulgems-22704-1-0a-1601430390.rar
1447,+,Present,Rudy HQ - More Lights for ENB SE - Chaurus Eggs and Sacs,Quests - New,quests-followers,Rudy HQ - More Lights for ENB SE - Chaurus Eggs and Sacs,1.000,,,22705,https://www.nexusmods.com/skyrimspecialedition/mods/22705,Rudy HQ - More Lights for ENB SE - Chaurus Eggs and Sacs-22705-1-0a-1601482816.rar
1448,+,MissingWithArchive,Radiant - Candles,Quests - New,quests-followers,SD's Horn Candles SE,0.625,E:\Games\Tsukiro2\Downloads\Radiant - Candles v2.2.0-55856-2-2-0-1636686882.7z,1.000,55856,https://www.nexusmods.com/skyrimspecialedition/mods/55856,Radiant - Candles v2.2.0-55856-2-2-0-1636686882.7z
1449,+,Present,SD's Horn Candles SE 2k,Quests - New,quests-followers,SD's Horn Candles SE,1.000,,,40192,https://www.nexusmods.com/skyrimspecialedition/mods/40192,E:/My Skyrim mods/Objects/SD's Horn Candles SE 2k-40192-1-0-1599485503.zip
1450,+,Missing,SD's Horn Candles SE - STAC Patch (subtle version),Quests - New,quests-followers,SD's Horn Candles SE,0.567,,,40192,https://www.nexusmods.com/skyrimspecialedition/mods/40192,E:/My Skyrim mods/Objects/SD's Horn Candles SE - STAC Patch (subtle version)-40192-1-0-1599498494.7z
1451,+,Missing,SD's Horn Candles Radiant ENB,Quests - New,quests-followers,SD's Horn Candles SE,0.739,,,108882,https://www.nexusmods.com/skyrimspecialedition/mods/108882,E:/My Skyrim mods/Objects/SDs Radiant Horn Candles-108882-1-0-5-1727650136.7z
1452,+,Present,Awesome Potions Simplified by Revoith,Quests - New,quests-followers,Awesome Potions Simplified by Revoith,1.000,,,57607,https://www.nexusmods.com/skyrimspecialedition/mods/57607,Awesome Potions Simplified - ZUPA Patch-57607-2-0-1637074380.rar
1453,+,Present,Apothecary - Awesome Potions Simplified Patch,Quests - New,quests-followers,Apothecary - Awesome Potions Simplified Patch,1.000,,,60844,https://www.nexusmods.com/skyrimspecialedition/mods/60844,Apothecary - Awesome Potions Simplified-60844-1-0-1640621930.7z
1454,+,MissingWithArchive,Dwemer Tech Glowmapped With ENB Light,Quests - New,quests-followers,ENB Particle Lights - Dwemer Lanterns,0.639,E:\Games\Tsukiro2\Downloads\Dwemer Tech Glowmapped With ENB Light-62309-1-03-1642757906.rar,1.000,62309,https://www.nexusmods.com/skyrimspecialedition/mods/62309,Dwemer Tech Glowmapped With ENB Light-62309-1-03-1642757906.rar
1455,+,MissingWithArchive,Ancient Dwemer Metal - My patches - Dwemer Tech Glowmapped,Quests - New,quests-followers,Dwemer Metal Retexture SE Mesh Patches,0.584,E:\Games\Tsukiro2\Downloads\Ancient Dwemer Metal - My patches - Dwemer Tech Glowmapped-38845-DTGlowmapped-v1-1664748745.7z,1.000,38845,https://www.nexusmods.com/skyrimspecialedition/mods/38845,Ancient Dwemer Metal - My patches - Dwemer Tech Glowmapped-38845-DTGlowmapped-v1-1664748745.7z
1456,+,Present,Unique Barbas Retexture - Fluffworks and ENB Light Addon,Quests - New,quests-followers,Unique Barbas Retexture - Fluffworks and ENB Light Addon,1.000,,,65983,https://www.nexusmods.com/skyrimspecialedition/mods/65983,Unique Barbas Retexture - Fluffworks Addon with ENB Light-65983-1-0-1649093830.7z
1457,+,Present,Awesome Potions Simplified -ENB Lights,Quests - New,quests-followers,Awesome Potions Simplified -ENB Lights,1.000,,,58607,https://www.nexusmods.com/skyrimspecialedition/mods/58607,Awesome Potions Simplified ENB Lights-58607-1-3-1692035614.7z
1458,+,Present,Water for ENB,Quests - New,quests-followers,Water for ENB,1.000,,,37061,https://www.nexusmods.com/skyrimspecialedition/mods/37061,Water for ENB-37061-2-04-1742575997.zip
1459,+,Present,Wyrmstooth Animated ENB Light,Quests - New,quests-followers,Wyrmstooth Animated ENB Light,1.000,,,72668,https://www.nexusmods.com/skyrimspecialedition/mods/72668,Wyrmstooth Animated ENB Light-72668-0-1-1659620819.7z
1460,+,Present,Lux Via,Quests - New,quests-followers,Lux Via,1.000,,,63588,https://www.nexusmods.com/skyrimspecialedition/mods/63588,Lux Via main plugin update-63588-2-2-1738417767.rar
1461,+,Present,Lux - Via (patch hub),Quests - New,quests-followers,Lux - Via (patch hub),1.000,,,116722,https://www.nexusmods.com/skyrimspecialedition/mods/116722,Lux Via (patch hub)-116722-2-2-1713093664.rar
1462,+,Present,Lux,Quests - New,quests-followers,Lux,1.000,,,43158,https://www.nexusmods.com/skyrimspecialedition/mods/43158,Lux (main)-43158-6-9-1747982087.rar
1463,+,Present,Lux (patch hub),Quests - New,quests-followers,Lux (patch hub),1.000,,,113002,https://www.nexusmods.com/skyrimspecialedition/mods/113002,Lux (patch hub)-113002-6-9-1747982153.rar
1464,+,Present,Embers XD,Quests - New,quests-followers,Embers XD,1.000,,,37085,https://www.nexusmods.com/skyrimspecialedition/mods/37085,Embers XD 2K-37085-3-1-0-1738943663.zip
1465,+,Present,Animated Forge Water,Quests - New,quests-followers,Animated Forge Water,1.000,,,52322,https://www.nexusmods.com/skyrimspecialedition/mods/52322,Animated Forge Water-52322-0-9-1728437710.7z
1466,+,Present,Lux Orbis,Quests - New,quests-followers,Lux Orbis,1.000,,,56095,https://www.nexusmods.com/skyrimspecialedition/mods/56095,Lux Orbis (main)-56095-4-5-1732873513.rar
1467,+,Present,Sigils of Shalidor,Quests - New,quests-followers,Sigils of Shalidor,1.000,,,14103,https://www.nexusmods.com/skyrimspecialedition/mods/14103,Sigils of Shalidor-14103-1-1-0-1642283179.7z
1468,+,Present,NAT.ENB III - Natural and Atmospheric Tamriel ENB 3.1.1C,Quests - New,quests-followers,NAT.ENB III - Natural and Atmospheric Tamriel ENB 3.1.1C,1.000,,,27141,https://www.nexusmods.com/skyrimspecialedition/mods/27141,NAT.ENB - ESP WEATHER PLUGIN v3.1.1C - Fixed-27141-3-1-1C-F-1685872331.zip
1469,+,Present,NAT ENB Bizarre Shadow Fix,Quests - New,quests-followers,NAT ENB Bizarre Shadow Fix,1.000,,,105036,https://www.nexusmods.com/skyrimspecialedition/mods/105036,NAT-ENB Bizarre Shadow Fix-105036-1-0-1700339962.7z
1470,+,Present,Rudy HQ - More Lights for ENB SE - Deathbells and Nirnroots,Quests - New,quests-followers,Rudy HQ - More Lights for ENB SE - Deathbells and Nirnroots,1.000,,,22814,https://www.nexusmods.com/skyrimspecialedition/mods/22814,Rudy HQ - More Lights for ENB SE - Deathbells and Nirnroots-22814-1-0b-1601488758.rar
1471,+,Present,Rudy HQ - More Lights for ENB SE - Bthardamz,Quests - New,quests-followers,Rudy HQ - More Lights for ENB SE - Bthardamz,1.000,,,22703,https://www.nexusmods.com/skyrimspecialedition/mods/22703,Rudy HQ - More Lights for ENB SE - Bthardamz-22703-1-0a-1601422578.rar
1472,+,Present,Rudy HQ - More lights for ENB - Daedric weapons,Quests - New,quests-followers,Rudy HQ - More lights for ENB - Daedric weapons,1.000,,,40951,https://www.nexusmods.com/skyrimspecialedition/mods/40951,Rudy HQ - More lights for ENB SE - Daedric Weapons and Armor-40951-1-0j-1606753497.7z
1473,+,Present,TB's Candle Flames Improver,Quests - New,quests-followers,TB's Candle Flames Improver,1.000,,,39900,https://www.nexusmods.com/skyrimspecialedition/mods/39900,TB's Candle Flames Imrpover 1K-39900-1-1598636243.7z
1474,+,Present,Alchemy Ingredients ENB Light,Quests - New,quests-followers,Alchemy Ingredients ENB Light,1.000,,,65509,https://www.nexusmods.com/skyrimspecialedition/mods/65509,Alchemy Ingredients ENB Light-65509-0-3-1-1649146884.7z
1475,+,MissingWithArchive,Water Effects Brightness and Reflection Fix,Quests - New,quests-followers,Sky Reflection Fix,0.525,E:\Games\Tsukiro2\Downloads\Water Effects Brightness and Reflection Fix-63862-0-5-1667245683.7z,1.000,63862,https://www.nexusmods.com/skyrimspecialedition/mods/63862,Water Effects Brightness and Reflection Fix-63862-0-5-1667245683.7z
1476,+,Present,Misc Effects ENB Light,Quests - New,quests-followers,Misc Effects ENB Light,1.000,,,65070,https://www.nexusmods.com/skyrimspecialedition/mods/65070,Misc Effects ENB Light - UPDATE-65070-1-6-1-1694055128.7z
1477,+,Present,SpiderWIP,Quests - New,quests-followers,SpiderWIP,1.000,,,84053,https://www.nexusmods.com/skyrimspecialedition/mods/84053,Spiderweb-84053-0-13-1675618606.7z
1478,+,Present,VIGILANT - Enb light chest Fix,Quests - New,quests-followers,VIGILANT - Enb light chest Fix,1.000,,,76205,https://www.nexusmods.com/skyrimspecialedition/mods/76205,Vigilant Chest ENB Patch-76205-1-0-1664324627.zip
1479,+,Present,Lux Orbis (patch hub),Quests - New,quests-followers,Lux Orbis (patch hub),1.000,,,114169,https://www.nexusmods.com/skyrimspecialedition/mods/114169,The Great Town of Ivarstead updated patch-114169-4-5-1734256391.rar
1480,+,FuzzyPresent,Lux - Illustrious Whiterun - Parallax'd,Quests - New,quests-followers,Illustrious Whiterun SE - 8K - Parallax,0.906,,,65657,https://www.nexusmods.com/skyrimspecialedition/mods/65657,Lux Orbis - Illustrious Whiterun - Parallax'd-65657-1-0-1648502500.7z
1481,+,Present,Lux - Riften of Riverie Patch,Quests - New,quests-followers,Lux - Riften of Riverie Patch,1.000,,,65626,https://www.nexusmods.com/skyrimspecialedition/mods/65626,Lux Orbis - Riften of Reverie - Parallax'd-65626-1-0-1648440973.7z
